customer_id,address,postcode,state,country,property_valuation
95,72 Dorton Crossing,3133,VIC,Australia,10
96,6 Heffernan Center,2125,NSW,Australia,11
97,6088 Roxbury Hill,2766,NSW,Australia,8
98,105 Shelley Alley,2209,NSW,Australia,10
99,079 Merry Park,2160,NSW,Australia,9
100,8722 Summit Alley,2065,NSW,Australia,12
101,9554 Artisan Pass,2150,NSW,Australia,10
102,55850 Butterfield Road,2168,NSW,Australia,9
103,68 Little Fleur Crossing,2046,NSW,Australia,12
104,85688 New Castle Crossing,4171,QLD,Australia,10
105,8611 Loomis Lane,2155,NSW,Australia,10
106,7909 Pierstorff Crossing,2517,NSW,Australia,9
107,01 Muir Parkway,2096,NSW,Australia,12
108,0410 Division Junction,2750,NSW,Australia,8
109,41 Service Lane,2217,NSW,Australia,11
110,5 Moose Road,3977,VIC,Australia,8
111,7342 Fieldstone Junction,2093,NSW,Australia,12
112,0 David Terrace,3204,VIC,Australia,11
113,15239 Northwestern Point,4300,QLD,Australia,4
114,60 Oneill Street,2170,NSW,Australia,9
115,8194 Sachtjen Drive,3844,VIC,Australia,1
116,0349 Farmco Terrace,2168,NSW,Australia,8
117,185 Pennsylvania Way,4226,QLD,Australia,6
118,432 Longview Circle,3192,VIC,Australia,10
119,5814 Bunker Hill Street,3070,VIC,Australia,7
120,7 Carberry Crossing,2485,NSW,Australia,2
121,53 Talisman Trail,2097,NSW,Australia,9
122,5 Prairie Rose Road,4817,QLD,Australia,2
123,84 Florence Parkway,2516,NSW,Australia,8
124,739 Elmside Way,3074,VIC,Australia,8
125,684 Northport Circle,2213,NSW,Australia,10
126,8 Hagan Hill,4508,QLD,Australia,4
127,0 Pearson Crossing,4405,QLD,Australia,1
128,10918 Merry Way,2452,NSW,Australia,5
129,97 Coolidge Trail,2142,NSW,Australia,9
130,58 Helena Hill,2205,NSW,Australia,7
131,352 Forster Place,4132,QLD,Australia,3
132,12306 Lawn Street,2145,NSW,Australia,8
133,19392 7th Trail,4744,QLD,Australia,1
134,1605 Northfield Junction,2158,NSW,Australia,11
135,9674 Graceland Junction,3201,VIC,Australia,6
136,638 Thackeray Junction,4178,QLD,Australia,3
137,869 Forster Circle,2112,NSW,Australia,10
138,0 Golden Leaf Crossing,2033,NSW,Australia,9
139,215 Lindbergh Trail,4401,QLD,Australia,1
140,829 Washington Crossing,3186,VIC,Australia,9
141,585 Loomis Court,2097,NSW,Australia,11
142,68063 Blue Bill Park Center,3058,VIC,Australia,9
143,15673 Farmco Point,4017,QLD,Australia,6
144,22 Oxford Junction,2315,NSW,Australia,3
145,7245 Cottonwood Center,2285,NSW,Australia,5
146,20382 Spohn Alley,2219,NSW,Australia,11
147,12375 Cambridge Pass,2065,NSW,Australia,11
148,03 Granby Parkway,3216,VIC,Australia,8
149,939 Coleman Pass,4509,QLD,Australia,7
150,69914 Bowman Place,2330,NSW,Australia,7
151,34457 Springview Street,2759,NSW,Australia,9
152,992 Old Shore Trail,2069,NSW,Australia,12
153,453 Sheridan Street,2747,NSW,Australia,8
154,8 Mccormick Crossing,2227,NSW,Australia,8
155,63344 Holmberg Crossing,2025,NSW,Australia,10
156,9 Huxley Circle,3191,VIC,Australia,11
157,0 Hazelcrest Road,3025,VIC,Australia,8
158,2 Continental Plaza,2263,NSW,Australia,6
159,80 Duke Terrace,2233,NSW,Australia,10
160,860 Hintze Lane,2154,NSW,Australia,11
161,3723 Bunker Hill Circle,2065,NSW,Australia,10
162,5 Corry Court,2119,NSW,Australia,10
163,65105 Sommers Pass,3016,VIC,Australia,10
164,2054 Sommers Pass,4113,QLD,Australia,4
165,22371 Miller Trail,2032,NSW,Australia,10
166,35807 Oneill Way,4300,QLD,Australia,4
167,75612 Clarendon Junction,4352,QLD,Australia,6
168,16 Golf View Center,3020,VIC,Australia,6
169,93 Iowa Junction,2116,NSW,Australia,9
170,48 Cascade Terrace,3057,VIC,Australia,8
171,13950 Jackson Avenue,2099,NSW,Australia,11
172,35386 Mockingbird Road,3749,VIC,Australia,4
173,2 Randy Point,2766,NSW,Australia,8
174,6898 Redwing Park,2148,NSW,Australia,9
175,52273 Bay Place,3145,VIC,Australia,11
176,272 Montana Avenue,2021,NSW,Australia,8
177,82520 Mifflin Drive,2333,NSW,Australia,5
178,8 Dixon Parkway,2783,NSW,Australia,7
179,4 Dayton Terrace,2280,NSW,Australia,9
180,216 Barnett Junction,4120,QLD,Australia,8
181,8256 Annamark Court,3638,VIC,Australia,1
182,83012 Dapin Lane,4300,QLD,Australia,4
183,8 Haas Park,2074,NSW,Australia,10
184,50 Meadow Ridge Way,2880,NSW,Australia,1
185,3567 Northfield Lane,2430,NSW,Australia,5
186,0059 Brentwood Road,4560,QLD,Australia,7
187,0274 Oneill Alley,2088,NSW,Australia,10
188,4179 Carioca Terrace,2220,NSW,Australia,11
189,59265 Sullivan Junction,3031,VIC,Australia,4
190,7 Warbler Point,2250,NSW,Australia,9
191,3 Buell Park,2261,NSW,Australia,7
192,0 Bay Center,3196,VIC,Australia,6
193,10878 Waywood Way,4352,QLD,Australia,7
194,362 Mayer Terrace,4680,QLD,Australia,5
195,43 Upham Crossing,3143,VIC,Australia,9
196,0 Superior Drive,2747,NSW,Australia,8
197,8890 Golden Leaf Street,2063,NSW,Australia,12
198,5484 Hagan Crossing,3021,VIC,Australia,7
199,7451 Jana Lane,2138,NSW,Australia,8
200,7 Havey Point,4005,QLD,Australia,2
201,32 Steensland Plaza,2233,NSW,Australia,9
202,107 Elmside Parkway,4811,QLD,Australia,5
203,2 Gina Junction,2085,NSW,Australia,11
204,4 Londonderry Lane,3084,VIC,Australia,10
205,39716 Vera Junction,3170,VIC,Australia,9
206,183 Ronald Regan Street,2066,NSW,Australia,9
207,2 Thierer Road,4113,QLD,Australia,8
208,056 Stone Corner Alley,4078,QLD,Australia,7
209,528 Mandrake Crossing,2222,NSW,Australia,11
210,19969 5th Parkway,3152,VIC,Australia,9
211,78 Rockefeller Park,2159,NSW,Australia,10
212,417 Transport Trail,4503,QLD,Australia,4
213,6327 Lunder Crossing,4655,QLD,Australia,4
214,811 Tony Road,4220,QLD,Australia,9
215,0 Northport Court,4012,QLD,Australia,3
216,231 Havey Court,2153,NSW,Australia,10
217,603 Kenwood Avenue,2070,NSW,Australia,11
218,09040 Myrtle Parkway,2015,NSW,Australia,8
219,05241 Shelley Park,2776,NSW,Australia,8
220,7 Pankratz Point,3011,VIC,Australia,8
221,51 Crescent Oaks Parkway,2761,NSW,Australia,8
222,49 Emmet Junction,2015,NSW,Australia,11
223,78 Surrey Place,2502,NSW,Australia,7
224,6236 Summerview Terrace,2110,NSW,Australia,12
225,682 Sheridan Avenue,2566,NSW,Australia,9
226,04139 Delladonna Place,2519,NSW,Australia,7
227,2 Scott Circle,2506,NSW,Australia,9
228,92253 Kensington Drive,2209,NSW,Australia,7
229,93 Westend Terrace,2116,NSW,Australia,10
230,4 5th Point,2075,NSW,Australia,11
231,11667 Blackbird Street,2226,NSW,Australia,10
232,0 Sommers Circle,2145,NSW,Australia,9
233,2 Northridge Street,2508,NSW,Australia,10
234,816 Spohn Center,2036,NSW,Australia,10
235,98 Service Court,2018,NSW,Australia,8
236,6 Morning Park,3666,VIC,Australia,2
237,4263 Hanson Place,2021,NSW,Australia,11
238,6159 Katie Street,2750,NSW,Australia,8
239,95 Eliot Street,4514,QLD,Australia,3
240,0 Westend Park,2525,NSW,Australia,9
241,39988 Porter Pass,4152,QLD,Australia,7
242,0796 Melody Park,2200,NSW,Australia,9
243,2914 Vahlen Lane,2250,NSW,Australia,8
244,65 Kinsman Trail,3023,VIC,Australia,6
245,07227 Hoard Terrace,3500,VIC,Australia,1
246,25503 Evergreen Drive,4300,QLD,Australia,5
247,2 2nd Plaza,2283,NSW,Australia,4
248,122 Melrose Drive,2102,NSW,Australia,10
249,37024 Anniversary Place,2204,NSW,Australia,11
250,91141 Huxley Parkway,2040,NSW,Australia,10
251,04 Fallview Trail,2749,NSW,Australia,8
252,8029 Gulseth Center,2304,NSW,Australia,7
253,77248 Columbus Drive,2340,NSW,Australia,7
254,0850 Schmedeman Drive,3580,VIC,Australia,1
255,131 Northfield Parkway,3355,VIC,Australia,2
256,5130 Manley Court,2287,NSW,Australia,7
257,879 Coolidge Point,2324,NSW,Australia,5
258,6759 Nevada Point,2323,NSW,Australia,6
259,8208 Parkside Point,2320,NSW,Australia,6
260,15 Straubel Way,4680,QLD,Australia,2
261,7 Eastlawn Street,2346,NSW,Australia,1
262,42067 Duke Terrace,2031,NSW,Australia,10
263,50 Everett Way,2064,NSW,Australia,9
264,454 Green Ridge Avenue,2176,NSW,Australia,10
265,19220 Evergreen Crossing,3195,VIC,Australia,9
266,109 Tomscot Avenue,2010,NSW,Australia,10
267,48 Arizona Drive,2768,NSW,Australia,10
268,92 Lyons Place,2752,NSW,Australia,9
269,47 Jana Junction,3802,VIC,Australia,7
270,90173 Oneill Place,3071,VIC,Australia,10
271,6262 Elgar Avenue,4735,QLD,Australia,2
272,5668 Corscot Circle,2065,NSW,Australia,12
273,8 Texas Plaza,3081,VIC,Australia,9
274,32062 Oak Terrace,3205,VIC,Australia,8
275,07158 Roth Pass,2165,NSW,Australia,4
276,370 Portage Parkway,3125,VIC,Australia,8
277,19795 Bultman Circle,4214,QLD,Australia,8
278,3 Corscot Crossing,2030,NSW,Australia,12
279,34 Kim Center,2036,NSW,Australia,11
280,8 Starling Pass,2767,NSW,Australia,8
281,36 Vidon Parkway,2798,NSW,Australia,6
282,8 Riverside Place,4211,QLD,Australia,5
283,28604 Bellgrove Circle,4508,QLD,Australia,6
284,2 Cottonwood Road,2032,NSW,Australia,11
285,58 Parkside Hill,2117,NSW,Australia,12
286,747 Thackeray Circle,4551,QLD,Australia,7
287,5583 Prairie Rose Trail,2765,NSW,Australia,8
288,071 Cardinal Point,3064,VIC,Australia,7
289,7169 North Lane,2023,NSW,Australia,9
290,6923 Tennessee Circle,2766,NSW,Australia,9
291,8207 Cascade Court,3810,VIC,Australia,5
292,2 Brentwood Place,4151,QLD,Australia,8
293,00 5th Lane,2830,NSW,Australia,2
294,807 Beilfuss Crossing,3030,VIC,Australia,7
295,76 Graedel Street,4812,QLD,Australia,6
296,29886 Crownhardt Crossing,2141,NSW,Australia,8
297,1 Drewry Junction,3810,VIC,Australia,7
298,83 Brickson Park Drive,3029,VIC,Australia,8
299,95 Almo Junction,2173,NSW,Australia,9
300,08 Golf View Plaza,3199,VIC,Australia,9
301,6170 Buena Vista Way,2320,NSW,Australia,7
302,0 Orin Place,4506,QLD,Australia,7
303,20924 Banding Crossing,2516,NSW,Australia,9
304,91193 Petterle Road,2035,NSW,Australia,11
305,01459 Fremont Place,2747,NSW,Australia,4
306,58 Spenser Circle,3030,VIC,Australia,3
307,93 Lawn Park,3152,VIC,Australia,9
308,5982 Mosinee Avenue,3340,VIC,Australia,5
309,37006 Hoard Circle,3182,VIC,Australia,7
310,06 Corry Pass,2450,NSW,Australia,9
311,099 Nova Plaza,2227,NSW,Australia,10
312,252 Mockingbird Plaza,2216,NSW,Australia,10
313,990 Kensington Park,3796,VIC,Australia,8
314,706 Anniversary Alley,3064,VIC,Australia,3
315,52 Corben Place,3197,VIC,Australia,10
316,4270 Loeprich Lane,3064,VIC,Australia,7
317,2 Clyde Gallagher Drive,2232,NSW,Australia,10
318,671 American Ash Way,2365,NSW,Australia,2
319,93 American Ash Avenue,2747,NSW,Australia,8
320,1108 Nevada Junction,4701,QLD,Australia,2
321,41 Spaight Road,4503,QLD,Australia,5
322,5 Schurz Place,4350,QLD,Australia,6
323,82 8th Alley,4210,QLD,Australia,9
324,84 Lawn Way,2223,NSW,Australia,9
325,0 Coolidge Avenue,4122,QLD,Australia,8
326,0 Graceland Plaza,2515,NSW,Australia,10
327,8717 Mandrake Place,4214,QLD,Australia,8
328,2 Thierer Lane,3437,VIC,Australia,8
329,19507 Red Cloud Park,3338,VIC,Australia,4
330,3 Golf Course Avenue,2203,NSW,Australia,9
331,042 Bunker Hill Avenue,2088,NSW,Australia,8
332,45793 Nancy Plaza,4226,QLD,Australia,8
333,314 Northland Plaza,4213,QLD,Australia,5
334,3093 Mockingbird Place,3356,VIC,Australia,2
335,82 Mcbride Trail,3223,VIC,Australia,6
336,24044 Bonner Hill,3032,VIC,Australia,8
337,1 Rowland Circle,3105,VIC,Australia,10
338,7 Arapahoe Pass,3101,VIC,Australia,12
339,7905 Spaight Alley,2763,NSW,Australia,8
340,8 Grayhawk Circle,2089,NSW,Australia,10
341,3 Lyons Road,2759,NSW,Australia,8
342,72419 Eagan Road,2040,NSW,Australia,10
343,6860 Green Ridge Avenue,2126,NSW,Australia,11
344,85 Straubel Park,2147,NSW,Australia,9
345,08 Ronald Regan Plaza,2251,NSW,Australia,9
346,44621 Linden Drive,2155,NSW,Australia,10
347,3 Moulton Lane,2153,NSW,Australia,9
348,7633 Mayer Plaza,2768,NSW,Australia,10
349,98 Westerfield Trail,3127,VIC,Australia,11
350,1826 Hazelcrest Park,3087,VIC,Australia,9
351,98 Sutteridge Point,3131,VIC,Australia,10
352,6 Sunbrook Center,4350,QLD,Australia,6
353,143 Elka Circle,3134,VIC,Australia,9
354,0293 Porter Crossing,2830,NSW,Australia,5
355,7447 Nevada Park,2193,NSW,Australia,8
356,7 Park Meadow Drive,4055,QLD,Australia,3
357,780 Carberry Place,3199,VIC,Australia,9
358,5337 Dennis Pass,2170,NSW,Australia,9
359,7 Debs Point,2322,NSW,Australia,4
360,708 Russell Parkway,2530,NSW,Australia,7
361,66286 Homewood Alley,2075,NSW,Australia,11
362,8728 Express Way,2340,NSW,Australia,7
363,93583 Moland Way,2066,NSW,Australia,12
364,18264 Maryland Way,4217,QLD,Australia,9
365,411 Homewood Lane,4020,QLD,Australia,5
366,8 Mariners Cove Drive,2096,NSW,Australia,10
367,279 Jenna Circle,2179,NSW,Australia,12
368,382 Maywood Parkway,4127,QLD,Australia,6
369,6085 Petterle Circle,3130,VIC,Australia,10
370,06324 Michigan Trail,4570,QLD,Australia,4
371,92808 Mallard Terrace,3215,VIC,Australia,4
372,841 Anderson Drive,3101,VIC,Australia,8
373,67884 Fair Oaks Parkway,3931,VIC,Australia,9
374,1823 Judy Center,3165,VIC,Australia,10
375,953 Eliot Crossing,2166,NSW,Australia,9
376,90761 Shasta Pass,3936,VIC,Australia,7
377,259 Barnett Crossing,2265,NSW,Australia,5
378,0 Brown Trail,2203,NSW,Australia,9
379,3467 Prairie Rose Lane,3034,VIC,Australia,7
380,24 Scoville Parkway,4670,QLD,Australia,1
381,010 Namekagon Parkway,2062,NSW,Australia,12
382,99826 Steensland Avenue,2162,NSW,Australia,5
383,28809 Mesta Pass,4170,QLD,Australia,8
384,201 Randy Parkway,3033,VIC,Australia,7
385,58211 Surrey Crossing,2170,NSW,Australia,9
386,720 Menomonie Avenue,2749,NSW,Australia,8
387,4604 Cordelia Drive,2144,NSW,Australia,10
388,3788 Service Trail,3805,VIC,Australia,8
389,8 Holy Cross Center,2047,NSW,Australia,9
390,740 Calypso Drive,2100,NSW,Australia,10
391,9457 Arizona Plaza,2642,NSW,Australia,2
392,75 Bartillon Street,3228,VIC,Australia,8
393,7 Reinke Junction,2145,NSW,Australia,10
394,7343 Washington Road,2287,NSW,Australia,5
395,3 Valley Edge Trail,3444,VIC,Australia,7
396,32 Farragut Avenue,2076,NSW,Australia,11
397,5 Florence Hill,4124,QLD,Australia,7
398,095 Prairieview Circle,3191,VIC,Australia,12
399,47226 Algoma Place,4305,QLD,Australia,3
400,564 Northview Junction,3195,VIC,Australia,11
401,5359 Alpine Hill,2579,NSW,Australia,5
402,586 Miller Parkway,2835,NSW,Australia,1
403,32571 Dixon Center,3337,VIC,Australia,3
404,333 Bunting Crossing,2536,NSW,Australia,4
405,1 Red Cloud Street,2770,NSW,Australia,8
406,07 New Castle Circle,2646,NSW,Australia,1
407,78152 Harper Parkway,2756,NSW,Australia,8
408,981 West Way,3133,VIC,Australia,10
409,8 Monterey Plaza,2066,NSW,Australia,9
410,25 Graceland Way,2750,NSW,Australia,8
411,41605 Mitchell Street,2750,NSW,Australia,8
412,42 Upham Pass,4558,QLD,Australia,3
413,17 Sunfield Road,2211,NSW,Australia,9
414,84549 Jenifer Crossing,2570,NSW,Australia,8
415,5449 Jenna Road,2170,NSW,Australia,9
416,05 Butternut Crossing,4552,QLD,Australia,4
417,7427 Fuller Trail,3082,VIC,Australia,8
418,713 Eastwood Terrace,2360,NSW,Australia,1
419,7526 Artisan Parkway,4223,QLD,Australia,8
420,3 Oriole Place,3183,VIC,Australia,7
421,690 Hanson Center,2330,NSW,Australia,3
422,509 Fisk Hill,2031,NSW,Australia,11
423,27 Petterle Center,4370,QLD,Australia,2
424,3 Annamark Avenue,3150,VIC,Australia,11
425,311 Dapin Point,2549,NSW,Australia,3
426,15082 Crest Line Plaza,3040,VIC,Australia,8
427,1 Carey Pass,2065,NSW,Australia,11
428,8 Moland Pass,2065,NSW,Australia,10
429,25386 Fallview Place,2340,NSW,Australia,3
430,8078 Talisman Trail,4209,QLD,Australia,7
431,6920 Dwight Circle,4173,QLD,Australia,7
432,9 Lukken Parkway,2065,NSW,Australia,10
433,09 Graceland Junction,3204,VIC,Australia,2
434,155 Basil Junction,2210,NSW,Australia,10
435,4284 Surrey Circle,2068,NSW,Australia,12
436,4 Almo Plaza,2085,NSW,Australia,10
437,91 Porter Pass,3064,VIC,Australia,7
438,007 Gerald Place,3074,VIC,Australia,4
439,8788 Armistice Trail,3806,VIC,Australia,8
440,1693 Artisan Hill,2259,NSW,Australia,6
441,532 Emmet Way,2260,NSW,Australia,8
442,3 Sutteridge Park,4074,QLD,Australia,6
443,25522 Mosinee Point,4215,QLD,Australia,7
444,421 Bobwhite Road,2160,NSW,Australia,6
445,41 Ronald Regan Center,3008,VIC,Australia,5
446,3 Loomis Crossing,2217,NSW,Australia,9
447,93 Jana Junction,2213,NSW,Australia,10
448,528 Buell Crossing,2748,NSW,Australia,10
449,261 Northport Lane,2567,NSW,Australia,7
450,98 Scott Parkway,2096,NSW,Australia,10
451,8385 Lien Drive,3192,VIC,Australia,10
452,24919 Artisan Court,3015,VIC,Australia,8
453,37093 Manitowish Center,2170,NSW,Australia,10
454,9 Monterey Point,4221,QLD,Australia,10
455,6 Mariners Cove Center,2233,NSW,Australia,10
456,572 Gerald Trail,2145,NSW,Australia,7
457,7 Farmco Trail,2759,NSW,Australia,9
458,19964 Nancy Drive,3121,VIC,Australia,8
459,57 Columbus Road,4870,QLD,Australia,5
460,455 Hooker Lane,3337,VIC,Australia,2
461,0777 Farwell Pass,2118,NSW,Australia,10
462,23 Glacier Hill Avenue,2259,NSW,Australia,6
463,8750 Lakewood Gardens Park,2760,NSW,Australia,7
464,0619 Dorton Plaza,3150,VIC,Australia,11
465,3469 Service Road,2770,NSW,Australia,5
466,9 Dahle Place,2763,NSW,Australia,9
467,8 Dayton Park,2050,NSW,Australia,9
468,091 Farragut Crossing,3058,VIC,Australia,9
469,70488 Logan Court,2074,NSW,Australia,12
470,0 Golf Lane,2120,NSW,Australia,11
471,663 Bellgrove Parkway,3812,VIC,Australia,8
472,9907 Morningstar Pass,2147,NSW,Australia,9
473,29 South Point,3111,VIC,Australia,9
474,91 Eagle Crest Circle,2567,NSW,Australia,9
475,781 Dorton Avenue,3012,VIC,Australia,10
476,47 Dwight Road,4217,QLD,Australia,8
477,6674 Russell Center,2197,NSW,Australia,9
478,84041 Holy Cross Circle,2142,NSW,Australia,8
479,340 Northview Circle,2340,NSW,Australia,4
480,74011 Manufacturers Street,2320,NSW,Australia,6
481,30991 Macpherson Parkway,2155,NSW,Australia,9
482,40504 Tennyson Drive,2046,NSW,Australia,9
483,76369 Ridge Oak Place,3162,VIC,Australia,9
484,51188 Annamark Hill,2037,NSW,Australia,9
485,00976 Sundown Lane,2428,NSW,Australia,3
486,87 Stone Corner Park,3141,VIC,Australia,7
487,9 Westridge Road,3178,VIC,Australia,9
488,4671 Buell Trail,3564,VIC,Australia,2
489,3743 Melody Avenue,3550,VIC,Australia,4
490,8670 Pine View Street,3070,VIC,Australia,11
491,31 Twin Pines Trail,3775,VIC,Australia,10
492,11731 3rd Hill,3004,VIC,Australia,9
493,411 Lien Place,4226,QLD,Australia,10
494,431 Ilene Center,2026,NSW,Australia,10
495,4 Pond Parkway,3185,VIC,Australia,9
496,61293 Delladonna Way,2015,NSW,Australia,9
497,6390 Truax Park,3012,VIC,Australia,9
498,470 Bunting Center,2447,NSW,Australia,3
499,02 Boyd Crossing,3143,VIC,Australia,7
500,2639 Brown Road,3910,VIC,Australia,7
501,0897 Little Fleur Way,3621,VIC,Australia,8
502,353 Stuart Trail,4702,QLD,Australia,3
503,9 Rowland Road,2133,NSW,Australia,10
504,830 Summit Center,3075,VIC,Australia,7
505,4754 Moulton Alley,2069,NSW,Australia,9
506,808 Debra Center,3911,VIC,Australia,10
507,8739 Service Park,2250,NSW,Australia,8
508,4 Thackeray Pass,2487,NSW,Australia,9
509,9 Bayside Hill,4123,QLD,Australia,6
510,20373 Kensington Pass,2151,NSW,Australia,8
511,7 Hooker Place,2428,NSW,Australia,3
512,089 Old Shore Point,3156,VIC,Australia,8
513,5723 Raven Drive,3126,VIC,Australia,12
514,08501 Kropf Trail,3152,VIC,Australia,10
515,12845 Paget Lane,2026,NSW,Australia,12
516,1 Vidon Pass,2233,NSW,Australia,8
517,590 Hayes Court,2027,NSW,Australia,11
518,49503 Sachtjen Circle,4208,QLD,Australia,8
519,2595 Grover Drive,3124,VIC,Australia,12
520,3169 Old Gate Point,2211,NSW,Australia,9
521,90974 Chinook Parkway,2564,NSW,Australia,8
522,75790 Towne Avenue,4221,QLD,Australia,9
523,62 Northport Lane,2049,NSW,Australia,10
524,84 Calypso Circle,3690,VIC,Australia,5
525,81848 Amoth Road,3282,VIC,Australia,2
526,27230 7th Place,2068,NSW,Australia,12
527,1 Cordelia Alley,2261,NSW,Australia,8
528,80 Lakewood Street,2576,NSW,Australia,10
529,66834 Melby Way,2160,NSW,Australia,9
530,35796 Buhler Plaza,3108,VIC,Australia,10
531,306 Longview Street,2145,NSW,Australia,7
532,39632 Michigan Park,4165,QLD,Australia,5
533,1038 Hayes Point,2021,NSW,Australia,7
534,46 Eastlawn Lane,2218,NSW,Australia,11
535,12 Monument Alley,3124,VIC,Australia,12
536,64700 2nd Alley,2145,NSW,Australia,7
537,999 Huxley Hill,2190,NSW,Australia,10
538,311 Emmet Point,4211,QLD,Australia,7
539,000 Jana Hill,3170,VIC,Australia,9
540,7671 Oak Valley Junction,2170,NSW,Australia,9
541,8304 Derek Park,3130,VIC,Australia,10
542,8635 Cody Crossing,2337,NSW,Australia,6
543,20 Debs Road,2307,NSW,Australia,4
544,858 Independence Terrace,2121,NSW,Australia,10
545,142 Cambridge Place,2761,NSW,Australia,8
546,20198 Hansons Plaza,2340,NSW,Australia,2
547,04678 Elka Crossing,2745,NSW,Australia,9
548,5 Farmco Junction,4127,QLD,Australia,7
549,2 East Circle,2716,NSW,Australia,1
550,1949 Pepper Wood Pass,3168,VIC,Australia,6
551,7901 Park Meadow Plaza,3076,VIC,Australia,7
